index,title,address,lat,lon
592,경상북도 칠곡군 금남 인문학당,,,
593,전라북도 순창군 복흥면 청소년문화의 집 및 노인교실,,,
594,경상남도 진주시 저작권 교육체험관,,,
595,경기도 하남시 감일초등학교,경기 하남시 감이동 291-6,37.5000559921925,127.162222037317
596,경기도 광주시 태전국민체육센터,경기 광주시 태전동 124-17,37.3814021980752,127.233268444249
597,부산광역시 사상구 엄궁동 통통 주민커뮤니티센터,,,
598,경기도 광명시 연서도서관,경기 광명시 철산동 153,37.4838209198821,126.865140347906
599,강원도 태백시 장성동 메밀뜰 경로당,강원 태백시 장성동 20-1,37.0942556427611,129.023966548378
600,강원도 태백시 장성동 메밀뜰 경로당,강원 태백시 금천동 20-1,37.0922093435201,128.993296521224
601,서울특별시 양천구 구립 해맞이 어린이집,서울 양천구 신월동 953-6,37.5209350834927,126.833920815547
602,경상북도 봉화군 삼동보건진료소,경북 봉화군 명호면 삼동리 765-3,36.8782154384723,128.932762330289
603,경상북도 문경시 흥덕 회전교차로공원 공중화장실,,,
604,경상북도 청송군 청송군 파천면 관2리 경로당,,,
605,경상북도 포항시 포항북부경찰서 양학파출소,,,
606,경상북도 봉화군 시끌벅적 봉화구시장 조성사업,,,
607,경상북도 봉화군 행복나눔 파인토피아 봉화조성사업,,,
608,전라북도 부안군 공립치매전담형 주야간보호시설 공용청사,,,
609,전라북도 부안군 계화면 농촌중심지활성화사업 계화공원 화장실,,,
610,경기도 광주시 (가칭)능평초등학교,,,
611,강원도 철원군 궁예 태봉국 테마파크,,,
612,경기도 수원시 수원시 복합미디어센터,,,
613,경상남도 거창군 덕유산국립공원 남덕유분소,경남 거창군 북상면 월성리 1786-1,35.7707120945226,127.716455555243
614,세종특별자치시  국민연금공단 세종사옥,세종특별자치시 아름동 1304,36.5144834633163,127.242044579985
615,충청북도 영동군 영동 부용 고령자복지주택 사회복지시설,,,
616,전라북도 전주시 전통문화 체험전수관,전북 전주시 덕진구 송천동1가 243-2,35.8534265579999,127.125933989104
617,강원도 평창군 효석문화예술촌 꿈꾸는 달,,,
618,강원도 평창군 효석문화예술촌 마중전시관,,,
619,강원도 홍천군 서면 굴업리 경로당,강원 홍천군 서면 굴업리 404-2,37.6205120841786,127.683343997904
620,전라북도 정읍시 천하대장군 공중화장실,,,
621,전라북도 정읍시 내장주차장 공중화장실,,,
622,전라북도 장수군 계남면 농촌중심지 활성화사업 백화마당 야외화장실,,,
623,충청남도 천안시 복자여자중학교,충남 천안시 동남구 성황동 9-1,36.8153441235895,127.151353826949
624,서울특별시 관악구 관악구 신사동 복합청사,,,
625,충청남도 홍성군 결성면 오거리 휴게광장 공중화장실,,,
626,충청남도 아산시 아산월천유치원,충남 아산시 배방읍 북수리 1570,36.7727628420953,127.077272288077
627,인천광역시 중구 영종하늘도시 근린공원 21호 화장실,,,
628,인천광역시 중구 영종하늘도시 근린공원 14호 화장실,,,
629,인천광역시 중구 영종하늘도시 근린공원 15호-2 화장실,,,
630,인천광역시 중구 영종하늘도시 근린공원 15호-1 화장실,,,
631,인천광역시 중구 영종하늘도시 근린공원 11호 화장실,,,
632,인천광역시 중구 영종하늘도시 광장 5호 화장실,,,
633,인천광역시 중구 영종하늘도시 근린공원 8호 화장실,,,
634,전라북도 고창군 신림면 다목적체육관,전북 고창군 신림면 무림리 64-1,35.4882418868323,126.718399594684
635,인천광역시 남동구 간석2동 행정복지센터,인천 남동구 간석동 49-1,37.4661276816333,126.714589199352
636,인천광역시 미추홀구 관교노인복지관,인천 미추홀구 관교동 21-2,37.4392854271034,126.696055915502
637,경기도 양주시 양주국민체육센터,경기 양주시 광사동 700,37.7885581529069,127.083795984818
638,강원도 화천군 화천문화원,강원 화천군 화천읍 하리 산 1,38.107741592387,127.703138921239
639,대구광역시 서구 원대동 행정복지센터,대구 서구 원대동3가 1430-9,35.8852846678406,128.573473044336
640,경상남도 함안군 함안군 제2승마장,,,
641,경상남도 사천시 삼천포구항 도시재생[청년문화에비뉴(도시재생 어울림 플랫폼)],,,
642,경상남도 사천시 청널공원 내 공원휴게시설 신축공사,,,
643,경기도 수원시 수원중부경찰서 율천파출소 신축공사,,,
644,서울특별시 강북구 강북구 보건지소,서울 강북구 번동 232,37.632210872336,127.038822442979
645,경상남도 사천시 삼천포구항 도시재생(복합문화공간 및 시장지원거점시설),,,
646,서울특별시 용산구 서울특별시 교육청 신청사 건립공사,,,
647,충청남도 서천군 서천경제진흥통합센터,,,
648,전라남도 광양시 광양시 육아종합지원센터,전남 광양시 중동 1747-1,34.9409906037034,127.700257979565
649,충청남도 아산시 공수리 제3공영주차장,,,
650,경상남도 남해군 미조북항 화장실,경남 남해군 미조면 미조리 102,34.7119943678864,128.045916651387
651,경상북도 상주시 한국한복진흥원,경북 상주시 함창읍 교촌리 216,36.5772097433568,128.159118202853
652,경상북도 문경시 농암면농업인상담소,경북 문경시 농암면 농암리 217-3,36.6007259991291,128.003639764906
653,전라북도 장수군 계남면 농촌중심지 활성화사업 행복나눔터,,,
654,부산광역시 기장군 이천수산물 직매장,,,
655,인천광역시 연수구 인천 송도소방서 국제119안전센터,인천 연수구 송도동 313-9,37.4103120473802,126.628720076916
656,경기도 안양시 안양8동 행정복지센터,경기 안양시 만안구 안양동 1383,37.3991342250939,126.925938505213
657,제주특별자치도 제주시 한림1리 공동체공간 조성공사,,,
658,경기도 부천시 고강다목적체육센터,,,
659,세종특별자치시  행정중심복합도시 도시상징광장 주차장 건설공사(B~C),,,
660,경기도 시흥시 은계어울림센터-1,,,
661,"서울특별시 성동구 서울교통공사 2,3호선(174칸) 신조전동차(다원시스)",,,
662,서울특별시 강남구 강남구 논현동 공공시설,서울 강남구 논현동 125-13,37.5120295531918,127.026126537129
663,서울특별시 성동구 서울교통공사 2호선(214칸) 전동차(현대로템),,,
664,서울특별시 성동구 서울교통공사 2호선(200칸) 전동차(다원시스),,,
665,경상북도 울진군 북면하나어린이집,경북 울진군 북면 부구리 159-44,37.1031820269507,129.372412055713
666,충청남도 아산시 아산시 육아종합지원센터,충남 아산시 실옥동 181-15,36.7875397179994,126.993010542537
667,충청남도 금산군 칠백의 총 기념관 및 관리소,,,
668,제주특별자치도 제주시 제주 고산리 유적 정비사업,,,
669,경기도 용인시 용인시 국민체육센터,,,
670,전라남도 영암군 영암군 수도사업소 신축공사,,,
671,경기도 안양시 석수1동 경로당,경기 안양시 만안구 안양동 707-139,37.3937289132072,126.921481404823
672,전라북도 완주군 삼례중학교,전북 완주군 삼례읍 삼례리 1691-7,35.9110684212098,127.078741308867
673,강원도 강릉시 환동해특수재난대응단 청사,,,
674,충청북도 청주시 청주 보듬이나눔이 어린이집,,,
675,충청북도 청주시 덕벌 모임터,,,
676,경기도 오산시 오산 시니어클럽 건립공사,,,
677,울산광역시 중구 울산 출입국ㆍ외국인 사무소,,,
678,전라북도 무주군 무주향교 화장실,,,
679,전라남도 강진군 강진다산청렴연수원,전남 강진군 강진읍 동성리 548,34.6456841454149,126.769410258467
680,전라남도 강진군 강진청소년수련관,전남 강진군 강진읍 동성리 545,34.6461775997333,126.769558434799
681,경상남도 창원시 중리체육공원 게이트볼장 및 화장실,,,
682,전라남도 장성군 국립농산물품질관리원 전남지원 장성사무소,전남 장성군 장성읍 영천리 1048-13,35.3023686424136,126.782498428134
683,전라남도 순천시 순천공립 치매전담형 주야간보호시설,,,
684,충청북도 충주시 충주시 보훈회관,충북 충주시 지현동 1800-34,36.9588482381924,127.931021387986
685,전라남도 구례군 구례 도시창생을 위한 문화관광레저 군민광장 및 지하주차장,,,
686,전라남도 목포시 대성동행정복지센터,전남 목포시 대성동 27-7,34.7992897028968,126.38362333686
687,전라남도 목포시 유달산 노적봉 화장실,,,
688,인천광역시 서구 119화학대응센터 및 원창119안전센터 신축공사,,,
689,전라남도 무안군 오룡지구 내 근린공원 공중화장실,,,
690,경상남도 창원시 대산면보건지소,경남 창원시 의창구 대산면 제동리 822-2,35.3307355550627,128.708331438426
691,경상북도 칠곡군 금남 인문학당,,,
692,경상남도 남해군 남해 다이어트보물섬 조성사업(다이어트센터),,,
693,전라북도 김제시 김제시 치매안심센터,전북 김제시 요촌동 141-8,35.797259695185,126.888661648759
694,광주광역시 동구 동명동 전천후 게이트볼장 조성공사,,,
695,경기도 성남시 복정제2국공립어린이집,,,
696,경상남도 함안군 함안군 칠서면 보건지소,,,
697,전라남도 신안군 암태면 기능확대형 보건지소,,,
698,대구광역시 수성구 고산건강생활지원센터 ·고산노인복지관,,,
699,경상남도 양산시 하북체육공원 제3구장,,,
700,서울특별시 관악구 관악청년청,서울 관악구 봉천동 912-26,37.4823052038119,126.945666246278
701,경기도 시흥시 배곧어울림센터-2,,,
702,서울특별시 서대문구 서대문구 구립 가재울청소년센터,,,
703,충청남도 보령시 보령시 농산물가공 지원센터,,,
704,경기도 하남시 하남경찰서 덕풍지구대,경기 하남시 덕풍동 산 36-3,37.5459106108767,127.197783506422
705,경상북도 영덕군 영덕군 보건소,경북 영덕군 영덕읍 덕곡리 228-2,36.4135451232888,129.373557954388
706,경상북도 의성군 의성읍 도시재생뉴딜사업 어울림센터,,,
707,광주광역시 북구 북구행복어울림센터 건립 기본 및 실시설계 용역,,,
708,서울특별시 강남구 일원동 741-3 도서관,서울 강남구 개포2동 139,37.482613279696,127.066133951051
709,전라남도 영암군 영암남풍 고령자 복지주택,,,
710,경상남도 산청군 생초국제조각공원 화장실,,,
711,경상남도 창원시 오동민원센터,경남 창원시 마산합포구 오동동 113-23,35.2087660102815,128.578583561068
712,경상남도 창원시 오동민원센터,경남 창원시 마산합포구 부림동 113-23,35.2054281498865,128.57358873194
713,경기도 파주시 해마루촌 공중화장실,,,
714,제주특별자치도 제주시 서부지구 생활밀착형 국민체육센터,,,
715,강원도 춘천시 건강생활지원센터,강원 춘천시 우두동 1066-7,37.8999659838655,127.72898087789
716,서울특별시 강동구 천호3동 제2공영주차장,서울 강동구 천호동 174-1,37.5405415323211,127.134066270916
717,서울특별시 영등포구 신길6동 공동문화복합시설,,,
718,부산광역시 강서구 명지녹산산단 명지어린이집,부산 강서구 명지동 3245-13,35.0845705485196,128.904813622467
719,충청남도 부여군 부여군 가족행복센터,,,
720,경상북도 울진군 한마음광장 공중(어업인)화장실,,,
721,전라북도 임실군 임실N농특산물 유통센터,,,
722,인천광역시 서구 회화마을 커뮤니티센터,,,
723,전라남도 광양시 광영동 농촌중심지활성화사업(공영주차장),,,
724,전라북도 고창군 세이브더칠드런 고창 농어촌 놀이터,,,
725,광주광역시 동구 지원1동 복합커뮤니티센터,광주 동구 소태동 486-1,35.1253019751399,126.935220428488
726,광주광역시 동구 지원1동 마을사랑채,광주 동구 학동 721,35.1330439107607,126.932954811032
727,경기도 평택시 큰나루근린공원 화장실,,,
728,경상남도 함양군 문정공중화장실,,,
729,경상남도 함양군 점촌마을 공중화장실,,,
730,충청북도 옥천군 군서면 금천리 공중화장실,,,
731,충청북도 옥천군 군서면 증산리 공중화장실,,,
732,충청북도 보은군 속리산면 구병리 공중화장실,충북 보은군 속리산면 구병리 437,36.4826593559456,127.870129892047
733,전라남도 고흥군 전남(고흥) 스마트팜 혁신밸리 지원센터,,,
734,강원도 인제군 들꽃마을 방문자센터,,,
735,강원도 양구군 국립농산물품질관리원 양구사무소,강원 양구군 국토정중앙면 청리 897-1,38.1069505982521,128.033567139797
736,경상남도 거제시 저도 관광편의시설(화장실),,,
737,전라북도 진안군 진안경찰서 성수파출소,전북 진안군 성수면 외궁리 719-3,35.7074907807974,127.323435073506
738,전라북도 장수군 장수경찰서 번암파출소,전북 장수군 번암면 노단리 1151-3,35.530897789931,127.543592776478
739,울산광역시 남구 옥동 어울림센터 신축공사,,,
740,인천광역시 미추홀구 미추홀구 용현3동 제2노외공영주차장,,,
741,경기도 구리시 구리전통시장 제2공영주차빌딩,,,
742,경상북도 경산시 진량읍 희망나눔센터,,,
743,경상남도 고성군 동고성 체육시설,,,
744,인천광역시 미추홀구 수산기술지원센터,인천 미추홀구 용현5동 627-608,37.4466041555767,126.636742966163
745,인천광역시 중구 동화마을 경로당,인천 중구 송월동3가 11-45,37.4786926287504,126.62018359308
746,경상북도 칠곡군 한티억새마을 관광자원화사업,,,
747,제주특별자치도 서귀포시 서귀포 혁신도시 국민체육센터,,,
748,경상남도 하동군 소다사 복지회관,,,
749,전라북도 남원시 남원 화장품 지식산업센터,,,
750,경상남도 산청군 내대보건진료소,경남 산청군 시천면 내대리 587-15,35.2778437963113,127.747034163433
751,인천광역시 남동구 서창2동 행정복지센터,인천 남동구 서창동 683,37.4278910374395,126.750777422736
752,경상북도 봉화군 봉화정자문화생활관,경북 봉화군 봉성면 외삼리 14-10,36.9015546815707,128.811013149507
753,충청남도 보령시 대천4동 행정복지센터,충남 보령시 대천동 170-1,36.3518789964007,126.597081435816
754,전라남도 광양시 광양 골약중학교,,,
755,경기도 시흥시 죽율체육공원 화장실 신축공사,,,
756,전라남도 여수시 '가칭' 웅동초등학교 신축공사,,,
757,강원도 원주시 새마음 근린공원 공중화장실,,,
758,강원도 평창군 평창송어종합공연체험장,강원 평창군 진부면 하진부리 1289-46,37.6321200498256,128.556772013539
759,전라남도 신안군 홍도 기능확대형 보건지소,,,
760,전라남도 신안군 하의면 기능확대형 보건지소,,,
761,충청북도 음성군 갑산 체리마을 산림욕장 관리실 및 화장실,,,
762,전라북도 부안군 실버커뮤니티센터 건립공사,,,
763,제주특별자치도 제주시 올레20코스 안내소,,,
764,제주특별자치도 제주시 올레14코스 안내소,제주특별자치도 제주시 한경면 저지리 1843-2,33.3336678972089,126.256108039246
765,충청북도 옥천군 은행보건진료소,충북 옥천군 군서면 은행리 143-2,36.2699969972994,127.509335607306
766,서울특별시 서대문구 서대문구청 별관,서울 서대문구 홍은동 273-10,37.5801910113892,126.93423539623
767,경상남도 김해시 이윤재 허웅선생 기념관,,,
768,전라북도 부안군 운호마을 공중화장실,,,
769,전라북도 고창군 문수산 편백숲 주차장 조성사업,,,
770,경기도 군포시 광정동 주민커뮤니티센터,,,
771,대구광역시 달서구 청년창업공작소,,,
772,경상북도 청송군 현동면 도평재래시장 공중화장실,,,
773,경상북도 울진군 중흥부 경로당,,,
774,전라남도 완도군 완도 해양치유센터,전남 완도군 신지면 신리 153-7,34.3283824475731,126.818271269306
775,강원도 고성군 죽왕초 개방형 다목적체육관 신축공사,,,
776,충청남도 예산군 내포자연놀이뜰 건립공사,,,
777,경기도 포천시 (가칭)영평초등학교 신축공사,,,
778,제주특별자치도 서귀포시 공립 별빛하나 어린이집,제주특별자치도 서귀포시 서호동 1601,33.2524788563855,126.517554132516
779,경상북도 울진군 북울진도서관 신축공사,,,
780,충청북도 제천시 제천세무서 청사,,,
781,충청북도 청주시 청주 실내빙상장,충북 청주시 청원구 사천동 91-15,36.6792746001899,127.477392425227
782,울산광역시 동구 동울산종합시장 공영주차장 및 고객지원센터,,,
783,경기도 가평군 청평면 생활형 국민체육센터 건립공사,,,
784,경기도 가평군 상면 생활형 국민체육센터 건립공사,,,
785,강원도 원주시 원주 남권역 복합체육센터,,,
786,서울특별시 성북구 장위석관 보건지소,서울 성북구 석관동 183-15,37.6104925608042,127.06339046086
787,전라북도 군산시 전북 사회적경제 혁신타운,,,
788,경기도 안산시 수원~인천 복선전철 사리역사,,,
789,인천광역시 옹진군 자월면 이작리 공중화장실,인천 옹진군 자월면 이작리 541-1,37.1770158065296,126.253745381591
790,인천광역시 옹진군 덕적면 소야리 공중화장실,인천 옹진군 덕적면 소야리 347-1,37.2126967526439,126.176303009985
791,인천광역시 옹진군 덕적면 백아리 공중화장실,,,
792,강원도 원주시 치악산국립공원 체험학습장,,,
793,대전광역시 유성구 유성구 하기동 여가녹지 화장실 및 관리사무소,,,
794,강원도 평창군 용산 보건진료소 신축공사,,,
795,대전광역시 서구 서구 보훈회관,대전 서구 갈마동 293-26,36.3526957322579,127.367821380799
796,충청남도 부여군 남면행정복지센터,충남 부여군 남면 회동리 339-2,36.2120697121557,126.806386824721
797,대전광역시 유성구 아가랑 도서관,대전 유성구 반석동 713,36.3907885751753,127.30627057094
798,경상남도 합천군 합천 다함께 우리아이 행복센터,,,
799,제주특별자치도 서귀포시 신흥2리 동백마을 노인회관,,,
800,전라남도 여수시 여문공원 종합정비사업(3구역 화장실 신축),,,
801,전라남도 여수시 여문공원 종합정비사업(2구역 화장실 신축),,,
802,전라북도 익산시 만경강문화관,,,
803,전라남도 순천시 순천시 연향동 주차전용 건축물 건립사업,,,
804,전라남도 곡성군 곡성경찰서 오곡파출소,전남 곡성군 오곡면 오지리 909-1,35.2729118556404,127.313512275158
805,인천광역시 서구 드론인증센터 및 이착륙장,,,
806,충청북도 제천시 충북지원 종자정선시설,,,
807,제주특별자치도 서귀포시 아랑조을거리 공영주차장 복층화사업,,,
808,충청북도 진천군 충북혁신도시 복합혁신센터,충북 진천군 덕산읍 두촌리 2447,36.9065484235086,127.535718283549
809,전라남도 해남군 해남청년 오프라인 플랫폼 청년카페,,,
810,경기도 여주시 여주시 차량등록사무소,경기 여주시 천송동 300-4,37.3014046744706,127.657876029175
811,울산광역시 울주군 명촌경로당,울산 울주군 상북면 명촌리 152,35.5713465945523,129.084088796466
812,울산광역시 중구 울산광역시 상수도사업본부 중부사업소,울산 중구 우정동 213-2,35.5535389051044,129.310753938276
813,경상북도 군위군 군위군 의흥면사무소,경북 군위군 의흥면 읍내리 420-16,36.175786832591,128.715188445458
814,서울특별시 광진구 서울특별시 광진구 구의동 업무시설,,,
815,경기도 성남시 성남 금곡체육공원 국민체육센터,,,
816,충청남도 아산시 염작초등학교,충남 아산시 둔포면 석곡리 1785,36.9243399761763,127.051765889677
817,경기도 광주시 경안동 도시재생뉴딜사업 거점시설 조성사업 플랫폼 YF,,,
818,전라남도 광양시 광양시 진상5일시장 현대화사업,,,
819,전라북도 고창군 삼계면 농촌중심지활성화사업 세부설계 윤슬관(커뮤니티센터),,,
820,전라북도 남원시 남원세무서 청사,,,
821,인천광역시 부평구 청천2구역 복합문화센터,,,
822,인천광역시 남동구 인천서창동우체국,인천 남동구 서창동 671,37.4228332431945,126.751960296064
823,경상남도 김해시 부전 - 마산 복선전철 민간투자시설사업 장유역,,,
824,충청남도 보령시 보령머드 테마파크 조성사업,,,
825,경기도 하남시 하남 미사도서관,경기 하남시 망월동 955,37.5695458969859,127.186717154968
826,전라북도 완주군 청완초등학교,전북 완주군 봉동읍 둔산리 864-14,35.9634124481949,127.120337667897
827,세종특별자치시  해밀중고등학교,,,
828,제주특별자치도 제주시 옹포리 경로당,제주특별자치도 제주시 한림읍 옹포리 460,33.4050182254025,126.253339080475
829,전라남도 고흥군 고흥터미널주변 공영주차장(타워),,,
830,경상북도 의성군 생송 보건진료소,경북 의성군 단밀면 생송리 230-5,36.3751154009566,128.350389023922
831,경상남도 남해군 한려해상국립공원 금산주차장 공중화장실,,,
832,경상북도 경산시 경산치유의 숲,,,
833,경상북도 상주시 경북대 상주캠퍼스 앞 매표소,,,
834,대구광역시 달서구 문화어울마당 쉼터조성 및 마을주차장 확충개선공사,,,
835,"서울특별시 성동구 삼선동 1가 278-5,6번지 공영주차장",,,
836,경상남도 의령군 궁류면 농촌중심지활성화사업 중 궁류목욕장,,,
837,충청남도 천안시 천안생활체육야구장 공중화장실 4동,,,
838,충청남도 천안시 천안생활체육야구장 공중화장실 3동,,,
839,인천광역시 서구 허암 정희량 유허지 화장실,,,
840,경기도 동두천시 송내동 주차장 조성사업,,,
841,경기도 남양주시 이석영청년창업센터,,,
842,전라남도 무안군 무안군 청계면 도림리 공중화장실,전남 무안군 청계면 도림리 469-3,34.9096085953186,126.430273909197
843,강원도 삼척시 속초 다목적 실내 생활체육관,,,
844,충청남도 당진시 합덕제 농어촌테마공원 샤워실,,,
845,부산광역시 동구 부산오페라하우스,부산 동구 초량동 1205-10,35.1140039442565,129.039564690739
846,경기도 김포시 마산동 행정복지센터,경기 김포시 마산동 621-15,37.6411420399636,126.64400523723
847,경기도 성남시 (가칭)고등유치원,,,
848,광주광역시 광산구 노사동반성장 지원센터 건립사업,,,
849,경기도 동두천시 승지골 경로당 신축,,,
850,충청북도 영동군 양산면 기초생활거점육성사업 건강관리센터,,,
851,경기도 시흥시 시흥시 차량등록사업소,경기 시흥시 능곡동 808-1,37.3642606308837,126.807508709524
852,충청북도 청주시 북부시장 제1주차장 카페,,,
853,경기도 여주시 점동면 공공청사 복합건립사업,,,
854,경기도 용인시 풍덕천 경로당,경기 용인시 수지구 풍덕천동 1186,37.3144369612371,127.082920287528
855,전라북도 군산시 청암산 생태체험센터,,,
856,충청남도 천안시 입장면 산정1리 경로당,충남 천안시 서북구 입장면 산정리 264-1,36.9402277781479,127.179189830936
857,강원도 평창군 평창돌문화체험관,강원 평창군 평창읍 중리 15-3,37.3763377911964,128.409604790501
858,서울특별시 송파구 풍납2동 복합청사,,,
859,충청남도 아산시 2020년 은행나무길 화장실(느티광장) 신축공사,,,
860,대전광역시 대덕구 새여울 커뮤니티센터,,,
861,경기도 시흥시 시화MTV 86호 수변공원 화장실,,,
862,경기도 시흥시 시화MTV 85호 수변공원 화장실,,,
863,부산광역시 사하구 신평장림 산업단지 혁신지원센터,,,
864,인천광역시 강화군 석모도 만남의 광장(공중화장실),,,
865,경상남도 고성군 이당일반산업단지 내 지원시설(식당),,,
866,대구광역시 서구 대구 서구 복합커뮤니티시설,,,
867,강원도 철원군 철원군장병쉼터,,,
868,경기도 안성시 안성시 정신건강복지센터,경기 안성시 도기동 67-21,37.0001829555766,127.269965301816
869,인천광역시 서구 마전 다목적체육관 신축공사,,,
870,경기도 수원시 매탄2동 공영주차장,경기 수원시 영통구 매탄동 1268,37.259205962215,127.046596602761
871,서울특별시 강남구 강북장애인복지관,,,
872,경상북도 고령군 고아리벽화고분 모형관,,,
873,전라북도 익산시 익산경찰서 성당파출소,전북 익산시 성당면 장선리 275-2,36.0870548327603,126.937796797071
874,전라남도 완도군 완도군 청년센터,,,
875,서울특별시 동대문구 힐스테이트 청량리역,서울 동대문구 청량리동 235-6,37.5830648923496,127.048267354529
876,경기도 수원시 수인분당선 오목천역,경기 수원시 권선구 오목천동,37.2418690484095,126.969394427065
877,경상남도 하동군 갑정보건진료소,경남 하동군 진교면 월운리 681,35.0684431990521,127.883790660136
878,경기도 수원시 수인분당선 고색역,경기 수원시 권선구 고색동,37.246196958883,126.984144062997
879,충청남도 홍성군 홍성 어사노을공원 화장실,,,
880,강원도 홍천군 화상대2리 어은동 마을회관 및 경로당,,,
881,인천광역시 강화군 어유정항 화장실 신축공사,,,
882,전라남도 강진군 강진만 생태탐방 학습홍보관,,,
883,경기도 안성시 아양도서관,경기 안성시 옥산동 564,37.0055831570191,127.254450286714
884,충청북도 괴산군 괴산 서울농장,,,
885,전라북도 익산시 익산 공공승마장 및 재활승마 인프라 조성공사,,,
886,전라북도 전주시 전주 덕진구 혁신동 주민센터 건립공사,,,
887,경기도 구리시 구리시 갈매동 복합청사,,,
888,충청남도 서천군 송석항 해의커뮤니티센터,,,
889,경기도 화성시 (가칭)봉담1유치원,,,
890,경상북도 영천시 (가칭)웰컴센터,,,
891,충청북도 제천시 제천시 생활밀착형 국민체육센터 건립사업,,,
892,경상북도 영천시 (가칭)어울림플랫폼,,,
893,경상북도 경주시 경주국립공원 건천분소,경북 경주시 건천읍 천포리 402-1,35.8535567410523,129.100743372143
894,인천광역시 남동구 간석4동 행정복지센터,인천 남동구 간석동 49-1,37.4661276816333,126.714589199352
895,경기도 광주시 광남동 행정복합문화시설,,,
896,경기도 수원시 팔달구 문화센터,경기 수원시 팔달구 인계동 1117,37.2630951136906,127.03779996473
897,인천광역시 강화군 삼산면 주민자치타운 청사,,,
898,인천광역시 서구 (가칭)검단5초등학교,,,
899,경기도 광주시 오포 어린이 체육시설,경기 광주시 오포읍 신현리 46,37.3740162169215,127.177387608988
900,제주특별자치도 제주시 추자파출소,제주특별자치도 제주시 추자면 대서리 19,33.9639376686348,126.295962794609
901,강원도 동해시 동호지구 도시재생사업 파란발전소,,,
902,충청남도 예산군 충남 스포츠센터 건립공사 통합운영센터 및 수영장,,,
903,충청남도 예산군 충남 스포츠센터 건립공사 다목적체육관,,,
904,경기도 화성시 화성 독립운동 기념관 건립공사,,,
905,충청북도 충주시 유네스코 국제무예센터,충북 충주시 금릉동 577,36.9919078081493,127.908764232052
906,충청북도 충주시 유네스코 국제무예센터,충북 충주시 칠금.금릉동 577,36.9870218541899,127.921584801869
907,충청북도 청주시 생명초중학교,충북 청주시 청원구 오창읍 양청리 810-9,36.7118451061543,127.438682860439
908,경기도 화성시 다원유치원,경기 화성시 영천동 539-8,37.2103653785589,127.103782459624
909,강원도 원주시 서부권 건강생활지원센터,,,
910,경상남도 김해시 전하3통 경로당,경남 김해시 전하동 17-1,35.2246873380147,128.873325838631
911,전라남도 해남군 보성~임성리 철도건설 해남역사,,,
912,전라남도 장흥군 보성~임성리 철도건설 장흥역사,,,
913,전라남도 장흥군 보성~임성리 철도건설 장동역사,,,
914,전라남도 영암군 보성~임성리 철도건설 영암역사,,,
915,전라남도 강진군 보성~임성리 철도건설 강진역사,,,
916,전라남도 보성군 보성~임성리 철도건설 보성역사,,,
917,충청남도 금산군 금산교육지원청 교육지원센터,,,
918,대전광역시 유성구 솔마루 어린이공원 공중화장실,,,
919,충청북도 청주시 용아초등학교,충북 청주시 상당구 용암동 236-6,36.6183582070741,127.52254790605
920,충청북도 청주시 동남유치원,충북 청주시 상당구 용암동 122-6,36.617173919022,127.522717652924
921,서울특별시 동작구 청석 거주자우선주차장 복합화사업,,,
922,서울특별시 용산구 응봉근린공원 관리사무소,,,
923,경기도 이천시 국공립장호원 어린이집 신축공사,,,
924,강원도 양양군 양양전통시장 공영주차장,강원 양양군 양양읍 남문리 3-23,38.0752611673497,128.625039504441
925,울산광역시 울주군 천전경로당,울산 울주군 두동면 천전리 1210-34,35.6172630022772,129.1528494999
926,충청남도 부여군 부여읍 북부보건진료소,충남 부여군 부여읍 자왕리 377-3,36.309644587398,126.955840170152
927,서울특별시 구로구 구로구 항동복합행정센터 신축공사,,,
928,경기도 수원시 THE 큰 통합놀이터,,,
929,경상북도 문경시 고요아리랑 민속마을,,,
930,울산광역시 울주군 두동곽성경로당,,,
931,울산광역시 울주군 범서곡연경로당,,,
932,울산광역시 울주군 서부2리 경로당,,,
933,대전광역시 동구 성남동 다목적체육관,대전 동구 성남동 537,36.3426229588461,127.430789808942
934,경기도 수원시 화서시장 공영주차장,경기 수원시 팔달구 고등동 57-1,37.2732511568223,127.005628458374
935,서울특별시 영등포구 국회 의원회관,서울 영등포구 여의도동 1,37.5310586079353,126.915381487445
936,경기도 남양주시 다산꽃다비유치원,경기 남양주시 다산동 6120,37.6191950201671,127.162841646523
937,경상남도 하동군 옥종 행복나눔센터,,,
938,충청남도 공주시 공산성 방문자 센터,충남 공주시 금성동 65-2,36.4649026976725,127.123697867001
939,서울특별시 동작구 구립 한울 어린이집,서울 동작구 신대방동 344-281,37.4943278013813,126.926367946286
940,강원도 강릉시 소금강분소,강원 강릉시 연곡면 삼산리 46-3,37.8136577332823,128.704600273072
941,경상남도 하동군 하동 나누리플랫폼,,,
942,경상남도 통영시 정량천 생태하천 공중화장실,,,
943,울산광역시 울주군 상평2리 경로당,,,
944,경상북도 영천시 언하2동 경로당,,,
945,경상북도 영천시 영천시 자양보건지소,경북 영천시 자양면 성곡리 552-1,36.078479010875,129.0183788832
946,세종특별자치시  정부세종청사 직장어린이집(1-38),,,
947,전라북도 군산시 대야시장 인근 편의시설,,,
948,경상북도 경주시 경주시 건천읍 행정복합타운,,,
949,경상남도 밀양시 밀양시농업기술센터 교육관,,,
950,대전광역시 대덕구 신탄진 도시재생 육아종합지원센터,,,
